PlayerName,PlayerUID,InferredRace,RaceConfidence,InferredAge,InferredEmotion,EmotionConfidence,PlayerHeightWeight,PlayerBirthdate,PlayerCollege,PlayerDraftInfo,PlayerOverallStatus,PlayerURL
Casey Washington,s:20~l:28~a:4428796,Latino Hispanic,2867.52%,27,Happy,9995.41%,"6' 0"", 205 lbs",3/6/2001 (24),Illinois,"2024: Rd 6, Pk 187 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4428796/casey-washington
JD Bertrand,s:20~l:28~a:4428872,White,10000.00%,27,Happy,9997.37%,"6' 1"", 230 lbs",5/5/2000 (25),Notre Dame,"2024: Rd 5, Pk 143 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4428872/jd-bertrand
Jase McClellan,s:20~l:28~a:4429001,Black,10000.00%,25,Neutral,8849.28%,N/A,6/25/2002,Alabama,"2024: Rd 6, Pk 186 (ATL)",N/A,https://www.espn.com/nfl/player/_/id/4429001/jase-mcclellan
Clark Phillips III,s:20~l:28~a:4429067,Black,10000.00%,25,Neutral,10000.00%,"5' 9"", 185 lbs",12/19/2001 (23),Utah,"2023: Rd 4, Pk 113 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4429067/clark-phillips-iii
Cobee Bryant,s:20~l:28~a:4429324,Black,10000.00%,26,Neutral,9999.81%,"6' 0"", 180 lbs",N/A,Kansas,N/A,Active,https://www.espn.com/nfl/player/_/id/4429324/cobee-bryant
Ruke Orhorhoro,s:20~l:28~a:4430271,Black,10000.00%,29,Neutral,9982.24%,"6' 4"", 295 lbs",10/13/2001 (23),Clemson,"2024: Rd 2, Pk 35 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4430271/ruke-orhorhoro
Makai Polk,s:20~l:28~a:4430325,Black,10000.00%,30,Happy,9982.09%,"6' 3"", 197 lbs",8/4/2001 (23),Mississippi St,N/A,Active,https://www.espn.com/nfl/player/_/id/4430325/makai-polk
Bijan Robinson,s:20~l:28~a:4430807,Black,10000.00%,24,Happy,9970.10%,"5' 11"", 215 lbs",1/30/2002 (23),Texas,"2023: Rd 1, Pk 8 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4430807/bijan-robinson
Xavier Watts,s:20~l:28~a:4431005,Black,4689.88%,24,Happy,9996.95%,"5' 11"", 204 lbs",11/22/2001 (23),Notre Dame,"2025: Rd 3, Pk 96 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4431005/xavier-watts
Billy Bowman Jr.,s:20~l:28~a:4431194,Black,3330.83%,30,Happy,9976.05%,"5' 9"", 192 lbs",1/29/2003 (22),Oklahoma,"2025: Rd 4, Pk 118 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4431194/billy-bowman-jr
Michael Gonzalez,s:20~l:28~a:4431548,Latino Hispanic,3927.43%,23,Happy,9731.17%,"6' 4"", 305 lbs",N/A,Louisville,N/A,Active,https://www.espn.com/nfl/player/_/id/4431548/michael-gonzalez
DeMarcco Hellams,s:20~l:28~a:4567111,Black,10000.00%,24,Neutral,9920.53%,"6' 1"", 203 lbs",6/5/2000 (25),Alabama,"2023: Rd 7, Pk 224 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4567111/demarcco-hellams
Matthew Bergeron,s:20~l:28~a:4568510,Indian,6402.38%,27,Neutral,6653.59%,"6' 5"", 315 lbs",2/26/2000 (25),Syracuse,"2023: Rd 2, Pk 38 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4568510/matthew-bergeron
Nick Nash,s:20~l:28~a:4570242,Latino Hispanic,3496.61%,23,Happy,7316.03%,"6' 2"", 203 lbs",N/A,San José St,N/A,Active,https://www.espn.com/nfl/player/_/id/4570242/nick-nash
Joshua Gray,s:20~l:28~a:4570485,Black,8360.10%,29,Happy,9999.92%,"6' 5"", 299 lbs",N/A,Oregon St,N/A,Active,https://www.espn.com/nfl/player/_/id/4570485/joshua-gray
Nick Kubitz,s:20~l:28~a:4572538,White,6118.31%,29,Fear,6780.01%,"6' 3"", 229 lbs",N/A,N Dakota St,N/A,Active,https://www.espn.com/nfl/player/_/id/4572538/nick-kubitz
Simeon Barrow Jr.,s:20~l:28~a:4578889,Black,10000.00%,28,Neutral,9998.24%,"6' 1"", 283 lbs",N/A,Miami,N/A,Active,https://www.espn.com/nfl/player/_/id/4578889/simeon-barrow-jr
Kyle Hinton,s:20~l:28~a:4682831,Black,9999.69%,31,Neutral,9900.06%,"6' 2"", 315 lbs",2/27/1998 (27),Washburn,"2020: Rd 7, Pk 253 (MIN)",Active,https://www.espn.com/nfl/player/_/id/4682831/kyle-hinton
Malik Verdon,s:20~l:28~a:4684636,Latino Hispanic,3658.07%,23,Happy,9949.23%,"6' 3"", 218 lbs",N/A,Iowa State,N/A,Active,https://www.espn.com/nfl/player/_/id/4684636/malik-verdon
